fg_phenotype	name	category	category_index	fg_n_cases	fg_n_controls	ukbb_phenotype	ukbb_n_cases	ukbb_n_controls	ukbb_phecode_type	ukbb_phecode	ukbb_phecode_sex	mvp_phenotype	MVP_AFR_n_cases	MVP_EUR_n_cases	MVP_AMR_n_cases	MVP_AFR_n_controls	MVP_EUR_n_controls	MVP_AMR_n_controls	path_bucket	path_https
D3_OTHERWHITECELL	Other disorders of white blood cells	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	4	1966	491224	phecode-288.2-both_sexes	436	410877	phecode	288.2	both_sexes	288.2	3114	13685	1125	113248	421814	47899	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/D3_OTHERWHITECELL_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/D3_OTHERWHITECELL_meta_out.tsv.gz
D3_PURPURA_AND3_OTHER_HAEMORRHAGIC	Purpura and other haemorrhagic conditions	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	4	5340	492275	phecode-287-both_sexes	2227	416975	phecode	287	both_sexes	287	4476	21440	2122	113522	419151	47440	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/D3_PURPURA_AND3_OTHER_HAEMORRHAGIC_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/D3_PURPURA_AND3_OTHER_HAEMORRHAGIC_meta_out.tsv.gz
D3_SARCOIDOSIS	Sarcoidosis	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	4	5411	492311	D3_SARCOIDOSIS	1349	418106	custom	NA	NA	697	1823	1535	NA	119638	456593	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/D3_SARCOIDOSIS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/D3_SARCOIDOSIS_meta_out.tsv.gz
D3_SCNDPOLYCYTHAEMIA	Secondary polycythaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	4	809	491224	phecode-289.8-both_sexes	384	410191	phecode	289.8	both_sexes	289.8	NA	4156	NA	NA	451212	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/D3_SCNDPOLYCYTHAEMIA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/D3_SCNDPOLYCYTHAEMIA_meta_out.tsv.gz
D3_SCNDTHROMBOCYTOPENIA	Secondary thrombocytopenia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	4	405	492275	phecode-287.32-both_sexes	108	416975	phecode	287.32	both_sexes	287.32	NA	2399	NA	NA	452118	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/D3_SCNDTHROMBOCYTOPENIA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/D3_SCNDTHROMBOCYTOPENIA_meta_out.tsv.gz
D3_SPLEENDISEASE	Diseases of spleen	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	4	580	491224	phecode-289.5-both_sexes	661	410877	phecode	289.5	both_sexes	289.5	NA	1618	NA	NA	454852	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/D3_SPLEENDISEASE_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/D3_SPLEENDISEASE_meta_out.tsv.gz
D3_THROMBOCYTOPENIANAS	Thrombocytopenia, unspecified	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	4	2567	492275	phecode-287.3-both_sexes	2056	416975	phecode	287.3	both_sexes	287.3	4328	19819	2004	113947	424426	47833	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/D3_THROMBOCYTOPENIANAS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/D3_THROMBOCYTOPENIANAS_meta_out.tsv.gz
E4_ADDISON	Adrenocortical insufficiency	IV Endocrine, nutritional and metabolic diseases (E4_)	5	1267	479069	phecode-255.2-both_sexes	462	415877	phecode	255.2	both_sexes	255.2	NA	1533	NA	NA	455591	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_ADDISON_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_ADDISON_meta_out.tsv.gz
E4_ADREACT	Other adrenocortical overactivity	IV Endocrine, nutritional and metabolic diseases (E4_)	5	207	479069	phecode-255.1-both_sexes	221	415877	phecode	255.1	both_sexes	255.1	743	958	NA	120661	456884	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_ADREACT_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_ADREACT_meta_out.tsv.gz
E4_DELPUB	Delayed puberty	IV Endocrine, nutritional and metabolic diseases (E4_)	5	310	479069	NA	NA	NA	NA	NA	NA	259.3	NA	1383	NA	NA	456565	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_DELPUB_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_DELPUB_meta_out.tsv.gz
E4_FLUIDOVER	Fluid overload	IV Endocrine, nutritional and metabolic diseases (E4_)	5	96	420066	phecode-276.6-both_sexes	793	409482	phecode	276.6	both_sexes	276.6	1729	4662	576	117608	445931	49838	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_FLUIDOVER_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_FLUIDOVER_meta_out.tsv.gz
E4_GLUCOPANCREAS	Other disorders of glucose regulation and pancreatic internal secretion	IV Endocrine, nutritional and metabolic diseases (E4_)	5	3387	496961	phecode-251.1-both_sexes	1305	393093	phecode	251.1	both_sexes	251.1	2167	5646	630	115756	443289	49341	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_GLUCOPANCREAS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_GLUCOPANCREAS_meta_out.tsv.gz
E4_GOITREMULTINOD	Nontoxic multinodular goitre	IV Endocrine, nutritional and metabolic diseases (E4_)	5	8337	424208	phecode-241.2-both_sexes	787	399034	phecode	241.2	both_sexes	241.2	2788	5849	NA	117718	449421	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_GOITREMULTINOD_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_GOITREMULTINOD_meta_out.tsv.gz
E4_GOITRENOD	Nontoxic single thyroid nodule	IV Endocrine, nutritional and metabolic diseases (E4_)	5	2775	424208	phecode-241.1-both_sexes	604	399034	phecode	241.1	both_sexes	241.1	4144	12319	989	115843	440812	49732	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_GOITRENOD_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_GOITRENOD_meta_out.tsv.gz
E4_HYPERALDO	Hyperaldosteronism	IV Endocrine, nutritional and metabolic diseases (E4_)	5	931	479069	E4_HYPERALDO	147	413289	custom	NA	NA	255.12	676	720	NA	120849	457510	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPERALDO_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPERALDO_meta_out.tsv.gz
E4_HYPERCHOL	Pure hypercholesterolaemia	IV Endocrine, nutritional and metabolic diseases (E4_)	5	42985	420066	E4_HYPERCHOL	58269	325503	custom	NA	NA	272.11	17709	66705	6233	94972	357202	41648	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPERCHOL_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPERCHOL_meta_out.tsv.gz
E4_HYPERKALAEMIA	Hyperkalaemia	IV Endocrine, nutritional and metabolic diseases (E4_)	5	2019	420066	phecode-276.13-both_sexes	1454	409482	phecode	276.13	both_sexes	276.13	5193	17482	1792	111741	421738	47701	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPERKALAEMIA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPERKALAEMIA_meta_out.tsv.gz
E4_HYPEROSMHNAT	Hyperosmolality and hypernatraemia	IV Endocrine, nutritional and metabolic diseases (E4_)	5	455	420066	phecode-276.11-both_sexes	402	409482	phecode	276.11	both_sexes	276.11	735	1642	NA	119429	452660	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPEROSMHNAT_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPEROSMHNAT_meta_out.tsv.gz
E4_HYPERPARA	Hyperparathyroidism	IV Endocrine, nutritional and metabolic diseases (E4_)	5	7591	479069	phecode-252.1-both_sexes	1038	415877	phecode	252.1	both_sexes	252.1	2134	5590	522	118257	449895	50332	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPERPARA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPERPARA_meta_out.tsv.gz
E4_HYPOKALAEMIA	Hypokalaemia	IV Endocrine, nutritional and metabolic diseases (E4_)	5	4638	420066	phecode-276.14-both_sexes	2259	409482	phecode	276.14	both_sexes	276.14	10900	24004	2354	101498	408449	46062	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPOKALAEMIA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPOKALAEMIA_meta_out.tsv.gz
E4_HYPOOSMNAT	Hypo-osmolality and hyponatraemia	IV Endocrine, nutritional and metabolic diseases (E4_)	5	7130	420066	phecode-276.12-both_sexes	2920	409482	phecode	276.12	both_sexes	276.12	3476	17401	1555	113279	422642	47621	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPOOSMNAT_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPOOSMNAT_meta_out.tsv.gz
E4_HYPOPIT	Hypopituitarism	IV Endocrine, nutritional and metabolic diseases (E4_)	5	2665	479069	phecode-253.2-both_sexes	326	415877	phecode	253.2	both_sexes	253.2	NA	1021	NA	NA	456933	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPOPIT_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYPOPIT_meta_out.tsv.gz
E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune	IV Endocrine, nutritional and metabolic diseases (E4_)	5	54752	362639	UKBB.E4_HYTHY_AI_STRICT_EXTRA.EUR.ALL.26966.370312.SAIGE.20210604	26966	370312	custom	NA	NA	244.4	7089	61357	4932	112565	386879	45261	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYTHY_AI_STRICT_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_HYTHY_AI_STRICT_meta_out.tsv.gz
E4_IRON_MET	Disorders of iron metabolism	IV Endocrine, nutritional and metabolic diseases (E4_)	5	477	420066	phecode-275.1-both_sexes	839	417428	phecode	275.1	both_sexes	275.1	NA	2979	NA	NA	453520	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_IRON_MET_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_IRON_MET_meta_out.tsv.gz
E4_LIPOPROT	Disorders of lipoprotein metabolism and other lipidaemias	IV Endocrine, nutritional and metabolic diseases (E4_)	5	59366	420066	icd10-E78-both_sexes	44175	376356	icd10	E78	both_sexes	272	82062	340602	34433	31813	92607	13257	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_LIPOPROT_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_LIPOPROT_meta_out.tsv.gz
E4_LIPOPROTNAS	Disorder of lipoprotein metabolism, unspecified	IV Endocrine, nutritional and metabolic diseases (E4_)	5	5471	420066	phecode-272.9-both_sexes	324	376397	phecode	272.9	both_sexes	272.9	532	2308	NA	119428	448791	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_LIPOPROTNAS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_LIPOPROTNAS_meta_out.tsv.gz
E4_LOCALADIP	Localized adiposity	IV Endocrine, nutritional and metabolic diseases (E4_)	5	172	468693	NA	NA	NA	NA	NA	NA	278.3	NA	512	NA	NA	456954	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_LOCALADIP_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_LOCALADIP_meta_out.tsv.gz
E4_MINERAL_MET	Disorders of mineral metabolism	IV Endocrine, nutritional and metabolic diseases (E4_)	5	3094	420066	icd10-E83-both_sexes	3092	417439	icd10	E83	both_sexes	275	7817	24489	2234	106871	409782	46622	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_MINERAL_MET_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_MINERAL_MET_meta_out.tsv.gz
E4_OBESITY	Obesity	IV Endocrine, nutritional and metabolic diseases (E4_)	5	31499	468693	phecode-278.1-both_sexes	15917	404444	phecode	278.1	both_sexes	278.1	52255	172191	21939	58643	248150	24377	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_OBESITY_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_OBESITY_meta_out.tsv.gz
E4_PARATHYRO	Disorders of parathyroid gland	IV Endocrine, nutritional and metabolic diseases (E4_)	5	8655	479069	phecode-252-both_sexes	1172	415877	phecode	252	both_sexes	252	2287	6067	573	117993	449019	50250	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_PARATHYRO_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_PARATHYRO_meta_out.tsv.gz
E4_THYTOXGOITDIF	Thyrotoxicosis with diffuse goitre	IV Endocrine, nutritional and metabolic diseases (E4_)	5	5996	424208	phecode-242.1-both_sexes	554	399034	phecode	242.1	both_sexes	242.1	1017	1700	NA	120347	456054	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_THYTOXGOITDIF_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_THYTOXGOITDIF_meta_out.tsv.gz
E4_VOLUME	Volume depletion	IV Endocrine, nutritional and metabolic diseases (E4_)	5	3729	420066	phecode-276.5-both_sexes	4134	409482	phecode	276.5	both_sexes	276.5	7431	23133	2054	102906	399965	45365	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_VOLUME_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/E4_VOLUME_meta_out.tsv.gz
ESOSINOPHIL_DISEASE	Eosinophilic disease (BM)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	4	546	272877	NA	NA	NA	NA	NA	NA	288.3	NA	1084	NA	NA	455825	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/ESOSINOPHIL_DISEASE_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/ESOSINOPHIL_DISEASE_meta_out.tsv.gz
F5_SLEEPWAKE	Disorder of the sleep-wake schedule	V Mental and behavioural disorders (F5_)	6	633	490763	NA	NA	NA	NA	NA	NA	327.6	NA	1096	NA	NA	454827	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/F5_SLEEPWAKE_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/F5_SLEEPWAKE_meta_out.tsv.gz
G6_DISBROTHUNS	Disorders of brain, other and unspecified	VI Diseases of the nervous system (G6_)	7	343	463029	phecode-348.9-both_sexes	547	403249	phecode	348.9	both_sexes	348.9	768	2612	NA	119128	449417	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_DISBROTHUNS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_DISBROTHUNS_meta_out.tsv.gz
G6_DYSTON	Dystonia	VI Diseases of the nervous system (G6_)	7	2051	484084	icd10-G24-both_sexes	331	420200	icd10	G24	both_sexes	333.4	779	2437	NA	120108	453696	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_DYSTON_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_DYSTON_meta_out.tsv.gz
G6_FACOTH	Other facial nerve disorders	VI Diseases of the nervous system (G6_)	7	1037	435371	phecode-352.2-both_sexes	1059	399339	phecode	352.2	both_sexes	352.2	1214	3938	785	119622	451548	49889	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_FACOTH_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_FACOTH_meta_out.tsv.gz
G6_HEMIPLE	Hemiplegia	VI Diseases of the nervous system (G6_)	7	2008	495687	phecode-342-both_sexes	2025	403249	phecode	342	both_sexes	342	1132	2405	NA	119076	452339	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_HEMIPLE_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_HEMIPLE_meta_out.tsv.gz
G6_HYDROCEPH	Hydrocephalus	VI Diseases of the nervous system (G6_)	7	2897	463029	G6_HYDROCEPH	1089	407514	custom	NA	NA	331.1	NA	1084	NA	NA	456788	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_HYDROCEPH_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_HYDROCEPH_meta_out.tsv.gz
G6_MIGRAINE	Migraine	VI Diseases of the nervous system (G6_)	7	26894	374605	G6_MIGRAINE	5993	395097	custom	NA	NA	340	11506	32535	4989	105554	411913	44166	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_MIGRAINE_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_MIGRAINE_meta_out.tsv.gz
G6_MS	MS-disease / Multiple Sclerosis	VI Diseases of the nervous system (G6_)	7	2926	495931	phecode-335-both_sexes	1538	403249	phecode	335	both_sexes	335	637	2806	NA	120872	454758	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_MS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_MS_meta_out.tsv.gz
G6_NARCOCATA	Narcolepsy and cataplexy	VI Diseases of the nervous system (G6_)	7	259	374605	G6_NARCOCATA	78	377898	custom	NA	NA	347	NA	1101	NA	NA	456682	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_NARCOCATA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_NARCOCATA_meta_out.tsv.gz
G6_PARKINSON	Parkinson's disease	VI Diseases of the nervous system (G6_)	7	5861	494487	phecode-332-both_sexes	1660	403249	phecode	332	both_sexes	332	717	8799	587	120691	447234	50410	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_PARKINSON_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_PARKINSON_meta_out.tsv.gz
G6_POLYOTHUNS	Other and unspecified polyneuropathies, also in other diseases	VI Diseases of the nervous system (G6_)	7	7512	491583	phecode-357-both_sexes	2351	417332	phecode	357	both_sexes	357	2594	14056	832	114710	426966	48982	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_POLYOTHUNS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_POLYOTHUNS_meta_out.tsv.gz
G6_SLEEPAPNO	Sleep apnoea	VI Diseases of the nervous system (G6_)	7	56885	441137	phecode-327.3-both_sexes	5621	413908	phecode	327.3	both_sexes	327.3	45233	154340	20019	70537	282488	28659	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_SLEEPAPNO_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/G6_SLEEPAPNO_meta_out.tsv.gz
GOUT_IDIO	Idiopathic gout	Rheuma endpoints	14	3233	488006	phecode-274.11-both_sexes	164	415559	phecode	274.11	both_sexes	274.11	3528	7797	689	114883	442358	49756	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/GOUT_IDIO_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/GOUT_IDIO_meta_out.tsv.gz
H7_AMBLYANOPSIA	Amblyopia ex anopsia	VII Diseases of the eye and adnexa (H7_)	8	1568	475933	phecode-368.1-both_sexes	774	416168	phecode	368.1	both_sexes	368.1	1039	6448	NA	119894	448077	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_AMBLYANOPSIA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_AMBLYANOPSIA_meta_out.tsv.gz
H7_ANISOMETROPIA	Anisometropia and aniseikonia	VII Diseases of the eye and adnexa (H7_)	8	1141	476776	phecode-368.3-both_sexes	210	416168	phecode	368.3	both_sexes	368.3	643	3527	NA	119538	446601	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_ANISOMETROPIA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_ANISOMETROPIA_meta_out.tsv.gz
H7_ANOMAPUPFUNC	Anomalies of pupillary function	VII Diseases of the eye and adnexa (H7_)	8	747	494683	phecode-379.4-both_sexes	109	410363	phecode	379.4	both_sexes	379.4	NA	1924	NA	NA	453384	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_ANOMAPUPFUNC_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_ANOMAPUPFUNC_meta_out.tsv.gz
H7_BLINDANDVISIMPAIRMENT	Visual impairment including blindness (binocular or monocular)	VII Diseases of the eye and adnexa (H7_)	8	2569	475933	phecode-367.9-both_sexes	1211	416775	phecode	367.9	both_sexes	367.9	5344	19521	1884	109213	414088	46600	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_BLINDANDVISIMPAIRMENT_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_BLINDANDVISIMPAIRMENT_meta_out.tsv.gz
H7_CATARACTSENILE	Senile cataract	VII Diseases of the eye and adnexa (H7_)	8	83886	409535	phecode-366.2-both_sexes	12419	392711	phecode	366.2	both_sexes	366.2	53076	200060	17856	53342	210420	28058	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_CATARACTSENILE_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_CATARACTSENILE_meta_out.tsv.gz
H7_CONJUNCTIVITIS	Conjunctivitis	VII Diseases of the eye and adnexa (H7_)	8	41074	454779	H7_CONJUNCTIVITIS	22695	391784	custom	NA	NA	369.5	4133	9521	1397	108106	423858	46245	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_CONJUNCTIVITIS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_CONJUNCTIVITIS_meta_out.tsv.gz
H7_CONJUNCTIVITISCHRON	Chronic conjunctivitis	VII Diseases of the eye and adnexa (H7_)	8	1087	454779	NA	NA	NA	NA	NA	NA	371.2	3901	9666	1468	112695	434272	47541	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_CONJUNCTIVITISCHRON_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_CONJUNCTIVITISCHRON_meta_out.tsv.gz
H7_CORNEALDEFORM	Keratoconus	VII Diseases of the eye and adnexa (H7_)	8	878	473095	H7_CORNEALDEFORM	132	410944	custom	NA	NA	364.41	NA	590	NA	NA	457703	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_CORNEALDEFORM_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_CORNEALDEFORM_meta_out.tsv.gz
H7_CORNEALDYSTROPHY	Corneal degeneration	VII Diseases of the eye and adnexa (H7_)	8	491	473095	H7_CORNEALDYSTROPHY	1602	410944	custom	NA	NA	364.4	1437	2950	NA	117840	450468	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_CORNEALDYSTROPHY_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_CORNEALDYSTROPHY_meta_out.tsv.gz
H7_CORNEALSCAR	Corneal scars and opacities	VII Diseases of the eye and adnexa (H7_)	8	906	473095	phecode-364.1-both_sexes	123	404535	phecode	364.1	both_sexes	364.1	1847	8530	1018	117865	440879	49115	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_CORNEALSCAR_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_CORNEALSCAR_meta_out.tsv.gz
